"","year","month","day","periodnum","snowave","starttime","endtime","cloudcover","avewind","precip","temp","plantcomm","pcnum","deer","moose","elk","wolf","coyote","fox","caribou","lynx","fisher","marten","bison","mink","otter","grouse","hare","weasel","ermine","mouse","raven","squirrel","wolverine","muskrat","mole","shrew","vole","other","richness"
"34",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"35",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"37",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
"45",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"50",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"53",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cs",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"60",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"62",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"67",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"69",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cs",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"75",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"81",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"rip",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"90",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"cp",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"93",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"96",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"97",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"dg",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"103",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"106",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"107",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"108",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"109",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"111",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"112",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"da",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"113",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"114",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"mw",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",2002,3,18,"3",30,"1120","1540",NA,4,NA,-11,"rip",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"122",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"124",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"rip",7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"125",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"rip",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"127",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"139",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"140",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"141",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"142",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"rip",7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"145",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"rip",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",2002,3,20,"3",NA,"1015","1745",NA,3,NA,-22,"da",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
